               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.13267,            0.020971,            0.036621,             0.55541,             0.13632,            0.042607,           0.0093393,            0.090238,            0.012611,            0.024117,            0.070038,           0.0033291,           0.0033291
                   1,             0.10196,             0.02116,            0.030933,             0.68083,             0.19652,             0.12721,            0.033008,            0.078679,            0.012975,             0.02089,            0.040012,           0.0066365,           0.0066365
                   2,            0.097715,            0.020827,            0.024103,              0.7051,              0.1679,              0.1289,            0.030559,            0.082952,            0.011934,            0.010766,           0.0099602,           0.0099178,           0.0099178
                   3,            0.090916,            0.020717,            0.015899,             0.83413,             0.28618,             0.28799,            0.088183,            0.067511,            0.012421,           0.0084375,           0.0098831,           0.0098831,           0.0098831
                   4,            0.083697,             0.01999,            0.014212,             0.84382,             0.26078,             0.26269,            0.083897,            0.068161,            0.012131,           0.0074269,           0.0098831,           0.0098831,           0.0098831
                   5,            0.079495,             0.02001,            0.013523,             0.85428,             0.29443,             0.29812,            0.086814,            0.066372,            0.012225,           0.0071925,           0.0098441,           0.0098441,           0.0098441
                   6,            0.076662,            0.020362,            0.012494,             0.84503,             0.28923,             0.29489,            0.085553,            0.064663,            0.012477,           0.0068836,           0.0098051,           0.0098051,           0.0098051
                   7,            0.073707,             0.02049,             0.01262,             0.85478,             0.29632,             0.28806,            0.087446,            0.065018,            0.012594,           0.0067775,           0.0097661,           0.0097661,           0.0097661
                   8,             0.07127,            0.019606,            0.011874,              0.8753,             0.33645,             0.33588,            0.099426,            0.058635,            0.012726,           0.0067171,           0.0097272,           0.0097272,           0.0097272
                   9,            0.070723,            0.020174,            0.011172,             0.90017,              0.3537,             0.36926,             0.13067,            0.055589,            0.012711,           0.0068232,           0.0096882,           0.0096882,           0.0096882
                  10,             0.06839,            0.020124,            0.011194,             0.88919,             0.31002,             0.32568,             0.10008,            0.059423,            0.012582,           0.0061218,           0.0096492,           0.0096492,           0.0096492
                  11,            0.067884,            0.020012,            0.010606,             0.91912,             0.35504,             0.36608,             0.11822,            0.056583,            0.012083,           0.0063839,           0.0096102,           0.0096102,           0.0096102
                  12,            0.067138,            0.019252,            0.010588,             0.89498,             0.32861,             0.33226,             0.10834,            0.058534,            0.012881,           0.0059565,           0.0095713,           0.0095713,           0.0095713
                  13,            0.066145,            0.019655,           0.0099847,              0.6172,             0.31162,             0.33644,             0.11014,            0.061029,            0.013001,           0.0063976,           0.0095323,           0.0095323,           0.0095323
                  14,            0.065417,            0.019883,            0.010001,             0.65138,             0.32949,             0.34607,             0.11642,            0.056657,            0.012693,           0.0063402,           0.0094933,           0.0094933,           0.0094933
                  15,            0.064232,             0.01976,           0.0097036,             0.61769,             0.32568,             0.31843,            0.098974,            0.059365,            0.012916,           0.0059062,           0.0094543,           0.0094543,           0.0094543
                  16,            0.063911,              0.0193,           0.0099446,             0.64033,             0.34482,             0.38257,             0.12876,            0.056373,            0.012679,           0.0061759,           0.0094154,           0.0094154,           0.0094154
                  17,             0.06303,             0.01975,           0.0096585,             0.67344,             0.37037,             0.42216,             0.15062,            0.053348,            0.012423,           0.0066825,           0.0093764,           0.0093764,           0.0093764
                  18,            0.062492,            0.019388,           0.0095968,             0.86783,             0.35462,             0.36791,             0.12876,            0.053532,            0.012832,            0.006035,           0.0093374,           0.0093374,           0.0093374
                  19,            0.062153,            0.019609,           0.0094514,             0.64241,             0.35237,             0.38733,             0.13548,            0.054891,            0.012729,           0.0062616,           0.0092984,           0.0092984,           0.0092984
                  20,            0.061682,            0.019214,           0.0095478,             0.66872,              0.3711,             0.39723,             0.15126,            0.052267,            0.013031,           0.0067407,           0.0092594,           0.0092594,           0.0092594
                  21,            0.060999,            0.019328,           0.0092256,             0.64901,             0.35859,             0.41963,             0.14094,            0.053237,            0.012925,           0.0062405,           0.0092205,           0.0092205,           0.0092205
                  22,            0.061049,            0.019095,           0.0089485,             0.52924,             0.38962,             0.38218,             0.12714,             0.05444,            0.013292,           0.0060884,           0.0091815,           0.0091815,           0.0091815
                  23,            0.060303,            0.018594,           0.0088428,             0.52704,             0.45768,             0.49728,             0.18096,            0.052614,            0.014045,           0.0067804,           0.0091425,           0.0091425,           0.0091425
                  24,             0.05979,             0.01893,           0.0085801,             0.63183,             0.42081,             0.44698,             0.15796,            0.053735,            0.013706,           0.0057127,           0.0091035,           0.0091035,           0.0091035
                  25,            0.059003,            0.018778,           0.0083027,             0.46858,             0.39206,             0.38962,             0.13226,            0.054224,            0.013363,           0.0055105,           0.0090646,           0.0090646,           0.0090646
                  26,             0.05798,            0.018606,           0.0080889,             0.67611,             0.45351,             0.47966,             0.19224,            0.049698,            0.012677,           0.0059651,           0.0090256,           0.0090256,           0.0090256
                  27,            0.058292,            0.018697,            0.008113,             0.50937,             0.46118,             0.46672,                0.18,            0.050343,            0.012541,           0.0055046,           0.0089866,           0.0089866,           0.0089866
                  28,            0.058488,            0.018591,           0.0085245,             0.49271,             0.48803,             0.47566,              0.1562,            0.052888,            0.012823,           0.0055064,           0.0089476,           0.0089476,           0.0089476
                  29,            0.058256,             0.01895,           0.0080245,             0.54766,             0.47576,             0.48661,             0.18272,            0.051069,            0.013068,           0.0059641,           0.0089087,           0.0089087,           0.0089087
                  30,            0.058009,            0.018615,           0.0079425,             0.59755,              0.4825,             0.52566,             0.21284,             0.04829,            0.013073,            0.005527,           0.0088697,           0.0088697,           0.0088697
                  31,             0.05765,            0.018561,           0.0080616,             0.52292,             0.47945,              0.4948,             0.17685,            0.051864,            0.013037,           0.0060896,           0.0088307,           0.0088307,           0.0088307
                  32,            0.057786,            0.018579,           0.0079395,             0.55564,             0.51987,             0.53036,             0.21588,            0.050158,             0.01377,           0.0065374,           0.0087917,           0.0087917,           0.0087917
                  33,             0.05707,            0.018406,            0.007485,             0.58872,             0.51959,             0.55433,             0.22712,            0.048859,            0.012503,           0.0061204,           0.0087528,           0.0087528,           0.0087528
                  34,            0.056686,            0.018112,           0.0075741,             0.53225,             0.47973,              0.4897,             0.17715,            0.053873,            0.013357,            0.008209,           0.0087138,           0.0087138,           0.0087138
                  35,            0.056238,             0.01858,           0.0072109,             0.60527,              0.4808,             0.52545,              0.2073,            0.049598,            0.013363,           0.0065256,           0.0086748,           0.0086748,           0.0086748
                  36,            0.055874,            0.018377,           0.0072472,             0.58727,              0.4934,             0.51479,             0.20224,            0.050926,            0.012958,           0.0059853,           0.0086358,           0.0086358,           0.0086358
                  37,            0.056084,            0.018386,           0.0074138,             0.56674,             0.41379,             0.46146,             0.18838,            0.048827,            0.013724,           0.0067237,           0.0085969,           0.0085969,           0.0085969
                  38,            0.055815,            0.018304,            0.007177,             0.57258,             0.49375,             0.51104,              0.2032,            0.052189,            0.013027,           0.0051609,           0.0085579,           0.0085579,           0.0085579
                  39,            0.055574,            0.018191,            0.006933,             0.57398,             0.49475,             0.52976,             0.21395,            0.048936,            0.012971,           0.0056505,           0.0085189,           0.0085189,           0.0085189
                  40,            0.053494,            0.017834,           0.0066516,             0.63946,             0.50216,             0.55628,             0.22855,            0.048346,            0.012564,           0.0056975,           0.0084799,           0.0084799,           0.0084799
                  41,            0.054751,            0.018231,           0.0066066,             0.61727,             0.51043,             0.54344,             0.23079,            0.048203,            0.013041,           0.0055663,           0.0084409,           0.0084409,           0.0084409
                  42,            0.053735,            0.018333,            0.006471,             0.61137,             0.50348,             0.54455,             0.22113,            0.048594,            0.012937,            0.005715,            0.008402,            0.008402,            0.008402
                  43,            0.053329,            0.018055,            0.006578,             0.64356,             0.53047,             0.58342,             0.24011,             0.04761,            0.013035,            0.006215,            0.008363,            0.008363,            0.008363
                  44,            0.054555,            0.018704,           0.0064649,             0.58422,             0.47017,             0.51855,             0.21967,            0.048743,            0.014123,           0.0077462,            0.008324,            0.008324,            0.008324
                  45,            0.053333,            0.018395,           0.0064382,             0.53133,             0.47978,             0.48714,             0.18886,            0.047953,            0.012966,           0.0058849,            0.008285,            0.008285,            0.008285
                  46,            0.053627,            0.017696,           0.0061407,             0.58583,             0.46952,             0.50677,             0.20225,            0.048466,            0.014395,           0.0074899,           0.0082461,           0.0082461,           0.0082461
                  47,            0.053946,            0.017988,           0.0063542,             0.56545,             0.49611,             0.50287,             0.20709,            0.047206,            0.013359,           0.0073146,           0.0082071,           0.0082071,           0.0082071
                  48,            0.052779,            0.018155,           0.0058737,             0.53056,             0.45675,             0.46683,             0.19088,            0.050071,             0.01307,           0.0064332,           0.0081681,           0.0081681,           0.0081681
                  49,            0.053163,            0.018113,           0.0059642,             0.63676,             0.47049,             0.49088,             0.21611,             0.04754,            0.012567,           0.0061841,           0.0081291,           0.0081291,           0.0081291
                  50,            0.052475,            0.017902,           0.0060717,             0.63254,             0.48725,             0.51053,             0.20412,            0.046801,            0.012954,           0.0056731,           0.0080902,           0.0080902,           0.0080902
                  51,            0.052466,             0.01819,           0.0063096,             0.60878,             0.48784,             0.52097,             0.22403,            0.046041,            0.013258,           0.0059373,           0.0080512,           0.0080512,           0.0080512
                  52,            0.052598,            0.018192,           0.0062065,             0.56202,             0.46993,             0.48392,             0.21367,            0.046192,            0.013162,           0.0063626,           0.0080122,           0.0080122,           0.0080122
                  53,            0.052653,            0.017649,           0.0058821,              0.5684,             0.47936,             0.49888,             0.20762,            0.046995,            0.013228,           0.0054932,           0.0079732,           0.0079732,           0.0079732
                  54,            0.051833,            0.018132,           0.0057775,             0.58534,             0.47698,             0.48695,             0.20138,            0.048163,            0.012927,           0.0055483,           0.0079343,           0.0079343,           0.0079343
                  55,            0.051522,            0.017884,           0.0057202,             0.65386,             0.44868,             0.49334,             0.20824,            0.046477,            0.013358,           0.0058495,           0.0078953,           0.0078953,           0.0078953
                  56,            0.052084,            0.018086,            0.005555,             0.62467,              0.4575,             0.48097,             0.20031,            0.048136,            0.012899,           0.0053408,           0.0078563,           0.0078563,           0.0078563
                  57,              0.0521,            0.017694,           0.0058966,             0.62342,             0.49646,             0.52791,             0.22276,            0.047173,            0.012862,           0.0051444,           0.0078173,           0.0078173,           0.0078173
                  58,            0.051686,            0.018067,           0.0056777,             0.60933,             0.45808,             0.50884,             0.21482,            0.047508,            0.012956,            0.005805,           0.0077783,           0.0077783,           0.0077783
                  59,            0.051403,            0.017866,           0.0055609,             0.59953,              0.4983,             0.52363,             0.21247,            0.046945,            0.013636,           0.0056558,           0.0077394,           0.0077394,           0.0077394
                  60,            0.051336,            0.017523,           0.0055644,              0.5735,             0.47645,             0.49757,             0.21225,            0.045524,            0.013632,           0.0059397,           0.0077004,           0.0077004,           0.0077004
                  61,            0.051102,            0.017509,           0.0053835,             0.56954,             0.43862,             0.45742,             0.19171,            0.047057,            0.012949,           0.0053557,           0.0076614,           0.0076614,           0.0076614
                  62,             0.05025,            0.017111,           0.0050918,             0.54932,             0.47814,             0.50965,             0.21531,            0.045148,            0.013552,           0.0057844,           0.0076224,           0.0076224,           0.0076224
                  63,            0.050857,            0.017322,           0.0051982,             0.61153,             0.49271,             0.52121,             0.21482,            0.046646,            0.013296,           0.0054433,           0.0075835,           0.0075835,           0.0075835
                  64,            0.050742,            0.017521,           0.0054569,             0.58215,             0.47322,             0.49153,               0.219,             0.04629,            0.012693,           0.0051563,           0.0075445,           0.0075445,           0.0075445
                  65,            0.050375,            0.017512,            0.004902,              0.6056,              0.4613,             0.49076,             0.21609,            0.045008,            0.012721,           0.0051326,           0.0075055,           0.0075055,           0.0075055
                  66,            0.050414,            0.017745,           0.0051774,             0.58771,             0.49499,             0.52327,             0.21781,            0.045737,            0.012946,           0.0053922,           0.0074665,           0.0074665,           0.0074665
                  67,            0.050568,            0.017836,           0.0051685,             0.59043,              0.4916,             0.52977,             0.22667,            0.046169,            0.013579,            0.006089,           0.0074276,           0.0074276,           0.0074276
                  68,            0.049692,            0.017641,           0.0050177,             0.61604,             0.50452,             0.53899,             0.22033,            0.046953,            0.012997,           0.0059751,           0.0073886,           0.0073886,           0.0073886
                  69,            0.049759,             0.01703,           0.0049025,             0.58995,             0.51092,             0.54486,             0.23734,            0.044295,            0.012968,           0.0055546,           0.0073496,           0.0073496,           0.0073496
                  70,            0.050312,            0.017133,           0.0048111,             0.55341,             0.49524,             0.51019,             0.21952,            0.046999,            0.013086,           0.0056742,           0.0073106,           0.0073106,           0.0073106
                  71,            0.049793,            0.017774,           0.0049227,             0.59887,             0.49253,             0.52371,             0.21303,            0.047634,            0.013433,           0.0051261,           0.0072717,           0.0072717,           0.0072717
                  72,            0.049988,            0.017288,           0.0048153,             0.54559,             0.42041,             0.47134,             0.19276,             0.04753,            0.014191,           0.0062937,           0.0072327,           0.0072327,           0.0072327
                  73,            0.049344,            0.017463,           0.0048742,             0.58521,             0.49678,             0.52607,             0.23898,            0.042862,            0.013543,           0.0056307,           0.0071937,           0.0071937,           0.0071937
                  74,             0.04926,             0.01772,           0.0044373,             0.55372,             0.45105,             0.47353,             0.20242,            0.047085,            0.013779,           0.0057909,           0.0071547,           0.0071547,           0.0071547
                  75,            0.049504,            0.016763,            0.004847,             0.58919,             0.50099,              0.5408,             0.23942,            0.044906,             0.01404,           0.0056071,           0.0071157,           0.0071157,           0.0071157
                  76,            0.048416,            0.017135,           0.0045624,             0.58399,              0.5057,              0.5282,             0.23138,            0.046555,            0.013955,           0.0053535,           0.0070768,           0.0070768,           0.0070768
                  77,            0.049396,            0.017337,           0.0044573,             0.60362,              0.4832,             0.52057,             0.23285,            0.046279,            0.012481,           0.0052032,           0.0070378,           0.0070378,           0.0070378
                  78,            0.048772,             0.01699,           0.0044129,             0.56809,              0.4899,             0.51254,             0.23637,            0.044323,            0.013086,           0.0059459,           0.0069988,           0.0069988,           0.0069988
                  79,            0.048109,            0.017114,           0.0043163,             0.58234,              0.4791,             0.51145,             0.21664,            0.045882,            0.013634,           0.0061833,           0.0069598,           0.0069598,           0.0069598
                  80,            0.049536,            0.017254,           0.0044848,             0.62356,             0.51017,             0.53975,             0.25823,            0.044573,            0.012715,           0.0055715,           0.0069209,           0.0069209,           0.0069209
                  81,            0.048387,            0.016976,           0.0044505,             0.55047,             0.50058,             0.51591,             0.24836,            0.043761,            0.012269,           0.0058665,           0.0068819,           0.0068819,           0.0068819
                  82,            0.048155,            0.017112,            0.004662,             0.59497,             0.48838,             0.51862,             0.24993,            0.044933,            0.013539,           0.0060499,           0.0068429,           0.0068429,           0.0068429
                  83,            0.048313,            0.016778,           0.0042837,             0.56767,             0.48883,             0.52664,             0.23953,            0.045801,            0.013624,           0.0060038,           0.0068039,           0.0068039,           0.0068039
                  84,             0.04898,            0.017056,           0.0044885,              0.5463,             0.46787,             0.50189,              0.2249,              0.0454,            0.013809,           0.0064796,            0.006765,            0.006765,            0.006765
                  85,            0.048496,            0.017325,           0.0043809,             0.59086,              0.4554,             0.49267,             0.22921,            0.044846,            0.014325,           0.0061375,            0.006726,            0.006726,            0.006726
                  86,            0.048486,            0.016898,           0.0044172,             0.62273,             0.48189,             0.50891,              0.2343,            0.043864,            0.013705,           0.0055308,            0.006687,            0.006687,            0.006687
                  87,            0.047909,            0.017091,           0.0043847,             0.61454,             0.48919,             0.53815,              0.2374,            0.044842,            0.013624,           0.0054802,            0.006648,            0.006648,            0.006648
                  88,            0.047709,            0.017017,           0.0041763,             0.55376,             0.47287,             0.50905,             0.22622,            0.044234,            0.013781,            0.005965,           0.0066091,           0.0066091,           0.0066091
                  89,            0.047441,            0.016763,             0.00417,             0.61043,             0.43925,             0.47849,             0.21875,            0.045697,            0.013348,           0.0063258,           0.0065701,           0.0065701,           0.0065701
                  90,            0.047221,            0.017034,           0.0040991,             0.64069,             0.42662,             0.47336,             0.21197,            0.045483,            0.013216,           0.0058813,           0.0065311,           0.0065311,           0.0065311
                  91,            0.047552,            0.016723,           0.0041686,             0.60098,             0.46205,             0.47826,             0.21183,            0.044955,            0.013187,           0.0055633,           0.0064921,           0.0064921,           0.0064921
                  92,            0.047697,            0.016592,           0.0041729,             0.62993,             0.46568,             0.47242,             0.22304,            0.046258,            0.012487,           0.0056828,           0.0064531,           0.0064531,           0.0064531
                  93,            0.046869,            0.016849,           0.0039514,             0.63887,             0.45976,             0.48151,              0.2258,            0.045909,            0.012243,           0.0061614,           0.0064142,           0.0064142,           0.0064142
                  94,            0.047352,            0.017136,           0.0036647,              0.5864,              0.4392,             0.49397,             0.23166,            0.045345,            0.012843,           0.0063093,           0.0063752,           0.0063752,           0.0063752
                  95,            0.046516,            0.016809,           0.0038405,             0.64609,             0.46352,             0.50125,             0.23176,            0.046229,            0.012623,           0.0062041,           0.0063362,           0.0063362,           0.0063362
                  96,            0.046976,            0.017012,           0.0038078,             0.53766,             0.46163,             0.47222,             0.21294,            0.044701,             0.01294,           0.0062117,           0.0062972,           0.0062972,           0.0062972
                  97,             0.04708,            0.016721,           0.0039396,             0.59283,             0.48873,             0.51649,             0.23007,            0.045621,            0.012703,           0.0060696,           0.0062583,           0.0062583,           0.0062583
                  98,            0.047077,            0.016703,           0.0037631,             0.56486,              0.4598,             0.50503,             0.24059,            0.043119,            0.013003,           0.0059856,           0.0062193,           0.0062193,           0.0062193
                  99,            0.046428,            0.016653,            0.004107,             0.62512,             0.47978,             0.51053,             0.24274,            0.044018,            0.012655,           0.0064687,           0.0061803,           0.0061803,           0.0061803
                 100,            0.046011,            0.016646,           0.0035849,             0.61599,             0.48293,             0.51949,             0.24935,            0.043739,            0.014225,           0.0061664,           0.0061413,           0.0061413,           0.0061413
                 101,            0.046537,            0.016446,           0.0037546,             0.61778,             0.46525,             0.51867,             0.25664,            0.042993,            0.013697,           0.0062795,           0.0061024,           0.0061024,           0.0061024
